indice,nivel_territorial,unidade_de_medida,valor,regiao,variavel,periodo,categorias,tabela
401,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2020,Total,tabela_1616_var_4111
402,Grande Região,%,"3,10",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2020,Menos de 1 mês,tabela_1616_var_4111
403,Grande Região,%,"2,10",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2020,De 1 mês a menos de 1 ano,tabela_1616_var_4111
404,Grande Região,%,"4,20",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2020,De 1 ano a menos de 2 anos,tabela_1616_var_4111
405,Grande Região,%,"2,80",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2020,2 anos ou mais,tabela_1616_var_4111
406,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2020,Total,tabela_1616_var_4111
407,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2020,Menos de 1 mês,tabela_1616_var_4111
408,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2020,De 1 mês a menos de 1 ano,tabela_1616_var_4111
409,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2020,De 1 ano a menos de 2 anos,tabela_1616_var_4111
410,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2020,2 anos ou mais,tabela_1616_var_4111
412,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2020,Menos de 1 mês,tabela_1616_var_4111
413,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2020,De 1 mês a menos de 1 ano,tabela_1616_var_4111
414,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2020,De 1 ano a menos de 2 anos,tabela_1616_var_4111
415,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2020,2 anos ou mais,tabela_1616_var_4111
416,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2020,Total,tabela_1616_var_4111
417,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2020,Menos de 1 mês,tabela_1616_var_4111
418,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2020,De 1 mês a menos de 1 ano,tabela_1616_var_4111
419,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2020,De 1 ano a menos de 2 anos,tabela_1616_var_4111
420,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2020,2 anos ou mais,tabela_1616_var_4111
421,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2021,Total,tabela_1616_var_4111
422,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2021,Menos de 1 mês,tabela_1616_var_4111
423,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2021,De 1 mês a menos de 1 ano,tabela_1616_var_4111
424,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2021,De 1 ano a menos de 2 anos,tabela_1616_var_4111
425,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2021,2 anos ou mais,tabela_1616_var_4111
426,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2021,Total,tabela_1616_var_4111
427,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2021,Menos de 1 mês,tabela_1616_var_4111
428,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2021,De 1 mês a menos de 1 ano,tabela_1616_var_4111
429,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2021,De 1 ano a menos de 2 anos,tabela_1616_var_4111
430,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2021,2 anos ou mais,tabela_1616_var_4111
431,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2021,Total,tabela_1616_var_4111
432,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2021,Menos de 1 mês,tabela_1616_var_4111
433,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2021,De 1 mês a menos de 1 ano,tabela_1616_var_4111
434,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2021,De 1 ano a menos de 2 anos,tabela_1616_var_4111
435,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2021,2 anos ou mais,tabela_1616_var_4111
436,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2021,Total,tabela_1616_var_4111
437,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2021,Menos de 1 mês,tabela_1616_var_4111
438,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2021,De 1 mês a menos de 1 ano,tabela_1616_var_4111
439,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2021,De 1 ano a menos de 2 anos,tabela_1616_var_4111
440,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2021,2 anos ou mais,tabela_1616_var_4111
441,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2022,Total,tabela_1616_var_4111
442,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2022,Menos de 1 mês,tabela_1616_var_4111
443,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2022,De 1 mês a menos de 1 ano,tabela_1616_var_4111
444,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2022,De 1 ano a menos de 2 anos,tabela_1616_var_4111
445,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2022,2 anos ou mais,tabela_1616_var_4111
446,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2022,Total,tabela_1616_var_4111
447,Grande Região,%,"4,30",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2022,Menos de 1 mês,tabela_1616_var_4111
448,Grande Região,%,"2,10",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2022,De 1 mês a menos de 1 ano,tabela_1616_var_4111
449,Grande Região,%,"4,80",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2022,De 1 ano a menos de 2 anos,tabela_1616_var_4111
450,Grande Região,%,"2,30",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2022,2 anos ou mais,tabela_1616_var_4111
451,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2022,Total,tabela_1616_var_4111
452,Grande Região,%,"3,80",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2022,Menos de 1 mês,tabela_1616_var_4111
453,Grande Região,%,"2,00",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2022,De 1 mês a menos de 1 ano,tabela_1616_var_4111
454,Grande Região,%,"4,70",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2022,De 1 ano a menos de 2 anos,tabela_1616_var_4111
455,Grande Região,%,"2,50",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2022,2 anos ou mais,tabela_1616_var_4111
456,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2022,Total,tabela_1616_var_4111
457,Grande Região,%,"3,70",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2022,Menos de 1 mês,tabela_1616_var_4111
458,Grande Região,%,"2,30",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2022,De 1 mês a menos de 1 ano,tabela_1616_var_4111
459,Grande Região,%,"4,20",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2022,De 1 ano a menos de 2 anos,tabela_1616_var_4111
460,Grande Região,%,"2,90",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2022,2 anos ou mais,tabela_1616_var_4111
461,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2023,Total,tabela_1616_var_4111
462,Grande Região,%,"3,50",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2023,Menos de 1 mês,tabela_1616_var_4111
463,Grande Região,%,"2,00",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2023,De 1 mês a menos de 1 ano,tabela_1616_var_4111
464,Grande Região,%,"5,20",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2023,De 1 ano a menos de 2 anos,tabela_1616_var_4111
465,Grande Região,%,"3,10",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2023,2 anos ou mais,tabela_1616_var_4111
466,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2023,Total,tabela_1616_var_4111
467,Grande Região,%,"3,40",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2023,Menos de 1 mês,tabela_1616_var_4111
468,Grande Região,%,"1,80",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2023,De 1 mês a menos de 1 ano,tabela_1616_var_4111
469,Grande Região,%,"5,70",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2023,De 1 ano a menos de 2 anos,tabela_1616_var_4111
470,Grande Região,%,"3,00",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2023,2 anos ou mais,tabela_1616_var_4111
471,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2023,Total,tabela_1616_var_4111
472,Grande Região,%,"4,70",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2023,Menos de 1 mês,tabela_1616_var_4111
473,Grande Região,%,"2,40",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2023,De 1 mês a menos de 1 ano,tabela_1616_var_4111
474,Grande Região,%,"5,50",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2023,De 1 ano a menos de 2 anos,tabela_1616_var_4111
475,Grande Região,%,"3,00",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2023,2 anos ou mais,tabela_1616_var_4111
476,Grande Região,%,nan,Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2023,Total,tabela_1616_var_4111
477,Grande Região,%,"3,50",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2023,Menos de 1 mês,tabela_1616_var_4111
478,Grande Região,%,"2,10",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2023,De 1 mês a menos de 1 ano,tabela_1616_var_4111
479,Grande Região,%,"5,60",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2023,De 1 ano a menos de 2 anos,tabela_1616_var_4111
480,Grande Região,%,"3,30",Nordeste,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2023,2 anos ou mais,tabela_1616_var_4111
481,Unidade da Federação,%,nan,Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2012,Total,tabela_1616_var_4111
482,Unidade da Federação,%,"11,50",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2012,Menos de 1 mês,tabela_1616_var_4111
483,Unidade da Federação,%,"5,30",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2012,De 1 mês a menos de 1 ano,tabela_1616_var_4111
484,Unidade da Federação,%,"10,10",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2012,De 1 ano a menos de 2 anos,tabela_1616_var_4111
485,Unidade da Federação,%,"10,80",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2012,2 anos ou mais,tabela_1616_var_4111
486,Unidade da Federação,%,nan,Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2012,Total,tabela_1616_var_4111
487,Unidade da Federação,%,"11,00",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2012,Menos de 1 mês,tabela_1616_var_4111
488,Unidade da Federação,%,"4,70",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2012,De 1 mês a menos de 1 ano,tabela_1616_var_4111
489,Unidade da Federação,%,"11,00",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2012,De 1 ano a menos de 2 anos,tabela_1616_var_4111
490,Unidade da Federação,%,"10,70",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2012,2 anos ou mais,tabela_1616_var_4111
491,Unidade da Federação,%,nan,Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2012,Total,tabela_1616_var_4111
492,Unidade da Federação,%,"13,80",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2012,Menos de 1 mês,tabela_1616_var_4111
493,Unidade da Federação,%,"5,30",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2012,De 1 mês a menos de 1 ano,tabela_1616_var_4111
494,Unidade da Federação,%,"17,70",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2012,De 1 ano a menos de 2 anos,tabela_1616_var_4111
495,Unidade da Federação,%,"14,60",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2012,2 anos ou mais,tabela_1616_var_4111
496,Unidade da Federação,%,nan,Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2012,Total,tabela_1616_var_4111
497,Unidade da Federação,%,"15,00",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2012,Menos de 1 mês,tabela_1616_var_4111
498,Unidade da Federação,%,"5,20",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2012,De 1 mês a menos de 1 ano,tabela_1616_var_4111
499,Unidade da Federação,%,"12,20",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2012,De 1 ano a menos de 2 anos,tabela_1616_var_4111
500,Unidade da Federação,%,"15,00",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2012,2 anos ou mais,tabela_1616_var_4111
501,Unidade da Federação,%,nan,Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2013,Total,tabela_1616_var_4111
502,Unidade da Federação,%,"13,10",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2013,Menos de 1 mês,tabela_1616_var_4111
503,Unidade da Federação,%,"5,60",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2013,De 1 mês a menos de 1 ano,tabela_1616_var_4111
504,Unidade da Federação,%,"17,40",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2013,De 1 ano a menos de 2 anos,tabela_1616_var_4111
505,Unidade da Federação,%,"16,70",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2013,2 anos ou mais,tabela_1616_var_4111
506,Unidade da Federação,%,nan,Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2013,Total,tabela_1616_var_4111
507,Unidade da Federação,%,"14,20",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2013,Menos de 1 mês,tabela_1616_var_4111
508,Unidade da Federação,%,"5,50",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2013,De 1 mês a menos de 1 ano,tabela_1616_var_4111
509,Unidade da Federação,%,"12,20",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2013,De 1 ano a menos de 2 anos,tabela_1616_var_4111
510,Unidade da Federação,%,"10,10",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2013,2 anos ou mais,tabela_1616_var_4111
512,Unidade da Federação,%,"13,20",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2013,Menos de 1 mês,tabela_1616_var_4111
513,Unidade da Federação,%,"4,20",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2013,De 1 mês a menos de 1 ano,tabela_1616_var_4111
514,Unidade da Federação,%,"14,00",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2013,De 1 ano a menos de 2 anos,tabela_1616_var_4111
515,Unidade da Federação,%,"16,70",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2013,2 anos ou mais,tabela_1616_var_4111
516,Unidade da Federação,%,nan,Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2013,Total,tabela_1616_var_4111
517,Unidade da Federação,%,"12,90",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2013,Menos de 1 mês,tabela_1616_var_4111
518,Unidade da Federação,%,"4,60",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2013,De 1 mês a menos de 1 ano,tabela_1616_var_4111
519,Unidade da Federação,%,"15,30",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2013,De 1 ano a menos de 2 anos,tabela_1616_var_4111
520,Unidade da Federação,%,"17,50",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2013,2 anos ou mais,tabela_1616_var_4111
521,Unidade da Federação,%,nan,Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2014,Total,tabela_1616_var_4111
522,Unidade da Federação,%,"10,50",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2014,Menos de 1 mês,tabela_1616_var_4111
523,Unidade da Federação,%,"4,40",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2014,De 1 mês a menos de 1 ano,tabela_1616_var_4111
524,Unidade da Federação,%,"16,30",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2014,De 1 ano a menos de 2 anos,tabela_1616_var_4111
525,Unidade da Federação,%,"14,60",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2014,2 anos ou mais,tabela_1616_var_4111
526,Unidade da Federação,%,nan,Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2014,Total,tabela_1616_var_4111
527,Unidade da Federação,%,"10,60",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2014,Menos de 1 mês,tabela_1616_var_4111
528,Unidade da Federação,%,"4,70",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2014,De 1 mês a menos de 1 ano,tabela_1616_var_4111
529,Unidade da Federação,%,"16,10",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2014,De 1 ano a menos de 2 anos,tabela_1616_var_4111
530,Unidade da Federação,%,"14,90",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2014,2 anos ou mais,tabela_1616_var_4111
531,Unidade da Federação,%,nan,Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2014,Total,tabela_1616_var_4111
532,Unidade da Federação,%,"12,10",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2014,Menos de 1 mês,tabela_1616_var_4111
533,Unidade da Federação,%,"4,90",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2014,De 1 mês a menos de 1 ano,tabela_1616_var_4111
534,Unidade da Federação,%,"16,20",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2014,De 1 ano a menos de 2 anos,tabela_1616_var_4111
535,Unidade da Federação,%,"15,90",Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2014,2 anos ou mais,tabela_1616_var_4111
536,Unidade da Federação,%,nan,Piauí,"Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2014,Total,tabela_1616_var_4111
